event-id,visible,timestamp,location-long,location-lat,comments,study-specific-measurement,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
1685863508,TRUE,6/14/13 4:50,-72.59924406,44.01015081,2,6/14/13 0:47:6/14/13 8:53,solar-geolocator,Setophaga,A,A,Blackpoll Warbler eastern North America (data from DeLuca et al. 2015)
1685863509,TRUE,6/14/13 16:52,-73.11230224,44.47090279,1,6/14/13 8:53:6/15/13 0:51,solar-geolocator,Setophaga,A,A,Blackpoll Warbler eastern North America (data from DeLuca et al. 2015)
1685863510,TRUE,6/15/13 4:51,-72.78869869,44.74649803,2,6/15/13 0:51:6/15/13 8:51,solar-geolocator,Setophaga,A,A,Blackpoll Warbler eastern North America (data from DeLuca et al. 2015)
1685863511,TRUE,6/15/13 16:49,-72.24614897,44.20917054,1,6/15/13 8:51:6/16/13 0:47,solar-geolocator,Setophaga,A,A,Blackpoll Warbler eastern North America (data from DeLuca et al. 2015)
1685863512,TRUE,6/16/13 4:47,-71.61943042,44.77574088,2,6/16/13 0:47:6/16/13 8:46,solar-geolocator,Setophaga,A,A,Blackpoll Warbler eastern North America (data from DeLuca et al. 2015)
1685863513,TRUE,6/16/13 16:42,-70.3951301,43.58637286,1,6/16/13 8:46:6/17/13 0:38,solar-geolocator,Setophaga,A,A,Blackpoll Warbler eastern North America (data from DeLuca et al. 2015)
1685863514,TRUE,6/17/13 4:50,-72.42047389,41.49123579,2,6/17/13 0:38:6/17/13 9:02,solar-geolocator,Setophaga,A,A,Blackpoll Warbler eastern North America (data from DeLuca et al. 2015)
1685863515,TRUE,6/17/13 16:54,-73.33360699,42.43315728,1,6/17/13 9:02:6/18/13 0:45,solar-geolocator,Setophaga,A,A,Blackpoll Warbler eastern North America (data from DeLuca et al. 2015)
1685863516,TRUE,6/18/13 4:45,-71.15419653,44.55761994,2,6/18/13 0:45:6/18/13 8:45,solar-geolocator,Setophaga,A,A,Blackpoll Warbler eastern North America (data from DeLuca et al. 2015)
1685863517,TRUE,6/18/13 16:49,-72.01477272,45.33597714,1,6/18/13 8:45:6/19/13 0:52,solar-geolocator,Setophaga,A,A,Blackpoll Warbler eastern North America (data from DeLuca et al. 2015)
1685863518,TRUE,6/19/13 4:47,-71.65014697,45.65160476,2,6/19/13 0:52:6/19/13 8:43,solar-geolocator,Setophaga,A,A,Blackpoll Warbler eastern North America (data from DeLuca et al. 2015)
1685863519,TRUE,6/19/13 16:45,-71.05576771,45.10999233,1,6/19/13 8:43:6/20/13 0:48,solar-geolocator,Setophaga,A,A,Blackpoll Warbler eastern North America (data from DeLuca et al. 2015)
1685863520,TRUE,6/20/13 4:46,-71.2160374,44.95757677,2,6/20/13 0:48:6/20/13 8:44,solar-geolocator,Setophaga,A,A,Blackpoll Warbler eastern North America (data from DeLuca et al. 2015)
1685863521,TRUE,6/20/13 16:52,-72.6224918,46.20535911,1,6/20/13 8:44:6/21/13 0:59,solar-geolocator,Setophaga,A,A,Blackpoll Warbler eastern North America (data from DeLuca et al. 2015)
1685863522,TRUE,6/21/13 4:54,-73.20459661,45.69542265,2,6/21/13 0:59:6/21/13 8:49,solar-geolocator,Setophaga,A,A,Blackpoll Warbler eastern North America (data from DeLuca et al. 2015)
